Facility ID,Facility Name,Facility Group,Facility Type,Address,Latitude,Longitude,Geometry
C-C-001,Rose Hill Cemetery,Cemeteries,Cemetery,"1100 W 4Th Street, Bloomington, IN",39.165708,-86.545797,POINT (-86.545797 39.165708)
C-C-002,White Oak Cemetery,Cemeteries,Cemetery,"1200 W 7Th Street, Bloomington, IN",39.169052,-86.548152,POINT (-86.548152 39.169052)
DC-A-001,Big Woods Bloomington,Dining & Cafes,American,"116 N Grant Street, Bloomington, IN",39.16713145,-86.52958997532201,POINT (-86.52958997532201 39.16713145)
DC-A-002,Half Bottle Bistro,Dining & Cafes,American,"3115 S Sare Road, Bloomington, IN",39.13318445,-86.49778373505043,POINT (-86.49778373505043 39.13318445)
DC-A-003,Hive,Dining & Cafes,American,"2608 E 10Th Street, Bloomington, IN",39.1707541,-86.5011251,POINT (-86.5011251 39.1707541)
DC-A-004,FARMbloomington,Dining & Cafes,American,"108 E Kirkwood Avenue, Bloomington, IN",39.1664992,-86.5333739,POINT (-86.5333739 39.1664992)
DC-A-005,Feast Market & Cellar,Dining & Cafes,American,"407 W Patterson Drive, Bloomington, IN",39.1582106,-86.5458853,POINT (-86.5458853 39.1582106)
DC-A-006,Runcible Spoon,Dining & Cafes,American,"412 E 6Th Street, Bloomington, IN",39.167452,-86.5294867,POINT (-86.5294867 39.167452)
DC-A-007,SmokeWorks Bloomington,Dining & Cafes,American,"121 N College Avenue, Bloomington, IN",39.1673149,-86.5352501161498,POINT (-86.5352501161498 39.1673149)
DC-A-008,Uptown Cafe,Dining & Cafes,American,"102 E Kirkwood Avenue, Bloomington, IN",39.1664998,-86.5334317,POINT (-86.5334317 39.1664998)
DC-A-009,The Elm Restaurant,Dining & Cafes,American,"614 E 2Nd Street, Bloomington, IN",39.1611533,-86.5263702,POINT (-86.5263702 39.1611533)
DC-A-010,Crazy Horse,Dining & Cafes,American,"214 W Kirkwood Avenue, Bloomington, IN",39.16688485,-86.53570447663886,POINT (-86.53570447663886 39.16688485)
DC-A-011,Cafe Bali,Dining & Cafes,Asian,"210 S Grant Street, Bloomington, IN",39.165161600000005,-86.5300562,POINT (-86.5300562 39.165161600000005)
DC-A-012,Fat Dan's Deli,Dining & Cafes,American,"221 E Kirkwood Avenue Ste 1, Bloomington, IN",39.1669058,-86.5312914,POINT (-86.5312914 39.1669058)
DC-A-013,BuffaLouie's at The Gables,Dining & Cafes,American,"114 S Indiana Avenue, Bloomington, IN",39.1659572,-86.52713420018262,POINT (-86.52713420018262 39.1659572)
DC-A-014,Malibu Grill,Dining & Cafes,American,"106 N Walnut Street, Bloomington, IN",39.166861,-86.5332152,POINT (-86.5332152 39.166861)
DC-A-015,Nick's English Hut,Dining & Cafes,American,"423 E Kirkwood Avenue, Bloomington, IN",39.1668531,-86.52874212500001,POINT (-86.52874212500001 39.1668531)
DC-A-016,Cheddar's Scratch Kitchen,Dining & Cafes,American,"126 S Franklin Road, Bloomington, IN",39.1660289,-86.5714171,POINT (-86.5714171 39.1660289)
DC-A-017,Samira Restaurant,Dining & Cafes,Afghani,"100 W 6Th Street, Bloomington, IN",39.16533,-86.52639,POINT (-86.52639 39.16533)
DC-A-018,BJ's Restaurant & Brewhouse,Dining & Cafes,American,"411 S College Mall Road, Bloomington, IN",39.1627457,-86.49758205531376,POINT (-86.49758205531376 39.1627457)
DC-A-019,The Tudor Room,Dining & Cafes,American,"900 E 7Th Street, Bloomington, IN",39.1674605,-86.5229386,POINT (-86.5229386 39.1674605)
DC-B-001,Lennie's Brewpub,Dining & Cafes,Brewpub,"514 E Kirkwood Avenue, Bloomington, IN",39.1663999,-86.5274963,POINT (-86.5274963 39.1663999)
DC-B-002,Upland Brewing Co.,Dining & Cafes,Brewpub,"350 W 11Th Street, Bloomington, IN",39.1734338,-86.5374034,POINT (-86.5374034 39.1734338)
DC-B-003,Smokin' Jack's Rib Shack,Dining & Cafes,Barbecue,"505 W 17Th Street, Bloomington, IN",39.1786817,-86.5386954,POINT (-86.5386954 39.1786817)
DC-B-004,Kimu Asian Restaurant,Dining & Cafes,Burmese,"413 E 4Th Street, Bloomington, IN",39.1657172,-86.5290888,POINT (-86.5290888 39.1657172)
DC-B-005,The Vault Pub,Dining & Cafes,Bar,"900 E 7Th Street, Bloomington, IN",39.1674605,-86.5229386,POINT (-86.5229386 39.1674605)
DC-B-006,C3 Bar,Dining & Cafes,Bar,"1505 S Piazza Drive, Bloomington, IN",39.14945345,-86.49956168139957,POINT (-86.49956168139957 39.14945345)
DC-B-008,Root Cellar,Dining & Cafes,Bar,"108 E Kirkwood Avenue, Bloomington, IN",39.1664992,-86.5333739,POINT (-86.5333739 39.1664992)
DC-B-009,Metal Works Brewing Company,Dining & Cafes,Brewpub,"108 E 6Th Street, Bloomington, IN",39.1673629,-86.5330514,POINT (-86.5330514 39.1673629)
DC-C-001,Chow Bar,Dining & Cafes,Chinese,"216 S Indiana Avenue, Bloomington, IN",39.1648076,-86.5271993,POINT (-86.5271993 39.1648076)
DC-C-002,Dats,Dining & Cafes,Cajun,"408 E 4Th Street, Bloomington, IN",39.1653589,-86.5293201,POINT (-86.5293201 39.1653589)
DC-C-003,Uncle Wang's Alley,Dining & Cafes,Chinese,"300 E 3Rd Street, Bloomington, IN",39.1644104,-86.5308585,POINT (-86.5308585 39.1644104)
DC-F-001,Le Petit Cafe,Dining & Cafes,French,"308 W 6Th Street, Bloomington, IN",39.1677962,-86.53659825297382,POINT (-86.53659825297382 39.1677962)
DC-F-002,Cozy Table,Dining & Cafes,Family-friendly,"2500 W 3Rd Street, Bloomington, IN",39.1647459,-86.5682357,POINT (-86.5682357 39.1647459)
DC-F-003,Cloverleaf Family Restaurant,Dining & Cafes,Family-friendly,"4023 W 3Rd Street, Bloomington, IN",39.1640057,-86.5841895,POINT (-86.5841895 39.1640057)
DC-FD-001,Truffles Fine Cuisine & 56 Degrees Bar,Dining & Cafes,Fine Dining,"1131 S College Mall Road, Bloomington, IN",39.15468575,-86.49560015511489,POINT (-86.49560015511489 39.15468575)
DC-G-001,Trojan Horse,Dining & Cafes,Greek,"100 E Kirkwood Avenue, Bloomington, IN",39.1665,-86.533451,POINT (-86.533451 39.1665)
DC-G-002,Yogi's Bloomington,Dining & Cafes,Grill,"302 N Walnut Street, Bloomington, IN",39.1687029,-86.5333932,POINT (-86.5333932 39.1687029)
DC-GF-001,Brightside Cafe,Dining & Cafes,Gluten Free,"101 W Kirkwood Avenue Suite 021, Lower Level, Bloomington, IN",39.1662847,-86.5342397,POINT (-86.5342397 39.1662847)
DC-H-001,BRU Burger Bar Bloomington,Dining & Cafes,Hamburger,"229 S Grant Street Suite 1, Bloomington, IN",39.1647415,-86.529831,POINT (-86.529831 39.1647415)
DC-I-001,Che Bello,Dining & Cafes,Italian,"106 W 6Th Street, Bloomington, IN",39.167808,-86.53388650748555,POINT (-86.53388650748555 39.167808)
DC-I-002,Osteria Rago,Dining & Cafes,Italian,"419 E Kirkwood Avenue, Bloomington, IN",39.16662676015101,-86.52941924706646,POINT (-86.52941924706646 39.16662676015101)
DC-I-003,DeAngelo's Italian Creole Restaurant,Dining & Cafes,Italian,"2620 E 3Rd Street, Bloomington, IN",39.1643138,-86.5009135,POINT (-86.5009135 39.1643138)
DC-I-004,Da Vinci Pizza and Pasta,Dining & Cafes,Italian,"250 S Washington Street, Bloomington, IN",39.1648549,-86.5327508,POINT (-86.5327508 39.1648549)
DC-I-005,Taste of India,Dining & Cafes,Indian,"316 E 4Th Street, Bloomington, IN",39.1653477,-86.5302815,POINT (-86.5302815 39.1653477)
DC-J-001,Yatagarasu - Bloomington,Dining & Cafes,Japanese,"430 E Kirkwood Avenue Unit 6, Bloomington, IN",39.1663473,-86.5283681,POINT (-86.5283681 39.1663473)
DC-J-002,Asuka Steak House,Dining & Cafes,Japanese,"2632 E 3Rd Street, Bloomington, IN",39.1643131,-86.5005399,POINT (-86.5005399 39.1643131)
DC-K-001,Korea Restaurant,Dining & Cafes,Korean,"409 E 4Th Street, Bloomington, IN",39.1657518,-86.5293006,POINT (-86.5293006 39.1657518)
DC-L-001,Vivencia Latín Flavors,Dining & Cafes,Latin,"2800 E Buick Cadillac Boulevard, Bloomington, IN",39.1577154,-86.49727255616494,POINT (-86.49727255616494 39.1577154)
DC-M-001,Southern Stone,Dining & Cafes,Mexican,"405 W Patterson Drive, Bloomington, IN",39.1582106,-86.5458853,POINT (-86.5458853 39.1582106)
DC-M-002,Feta Kitchen and Cafe,Dining & Cafes,Mediterranean,"600 E Hillside Drive, Bloomington, IN",39.1502808,-86.52663570279259,POINT (-86.52663570279259 39.1502808)
DC-M-003,Social Cantina Bloomington,Dining & Cafes,Mexican,"125 N College Avenue, Bloomington, IN",39.1668901,-86.5349761,POINT (-86.5349761 39.1668901)
DC-M-004,Riviera Maya Bloomington,Dining & Cafes,Mexican,"116 S Franklin Road, Bloomington, IN",39.1673914,-86.57158753762494,POINT (-86.57158753762494 39.1673914)
DC-M-005,La Una Cantina,Dining & Cafes,Mexican,"254 N Walnut Street, Bloomington, IN",39.16836365,-86.53323192483435,POINT (-86.53323192483435 39.16836365)
DC-S-001,Janko's Little Zagreb,Dining & Cafes,Steakhouse,"223 W 6Th Street, Bloomington, IN",39.1674815,-86.5352352,POINT (-86.5352352 39.1674815)
DC-T-001,Blooming Thai,Dining & Cafes,Thai,"405 E 4Th Street, Bloomington, IN",39.165745900000005,-86.52947146728263,POINT (-86.52947146728263 39.165745900000005)
DC-T-002,Cafe Turkuaz,Dining & Cafes,Turkish,"301 E 3Rd Street, Bloomington, IN",39.1648076,-86.5308993,POINT (-86.5308993 39.1648076)
DC-T-003,Siam House,Dining & Cafes,Thai,"430 E 4Th Street, Bloomington, IN",39.1653363,-86.5284376,POINT (-86.5284376 39.1653363)
DC-T-004,Little Tibet Restaurant,Dining & Cafes,Tibetan,"415 E 4Th Street, Bloomington, IN",39.1657213,-86.5289743,POINT (-86.5289743 39.1657213)
DC-U-001,Marco and Polo Restaurant,Dining & Cafes,Uyghur,"209 S Grant Street, Bloomington, IN",39.1652076,-86.5295993,POINT (-86.5295993 39.1652076)
DC-V-001,The Orbit Room,Dining & Cafes,Vegan,"107 N College Avenue #001, Bloomington, IN",39.16691985,-86.53526701832776,POINT (-86.53526701832776 39.16691985)
EL-AC-001,John Waldron Arts Center,Education & Learning,Arts Center/Gallery,"122 S Walnut Street, Bloomington, IN",39.165732,-86.533868,POINT (-86.533868 39.165732)
EL-CS-001,IU Career Development Center,Education & Learning,Career Services,"1320 E 10Th Street, Bloomington, IN",39.17105145,-86.51685115237282,POINT (-86.51685115237282 39.17105145)
EL-L-001,Cook Music Library,Education & Learning,Library,"200 S Eagleson Avenue, Bloomington, IN",39.16534885,-86.51743911108935,POINT (-86.51743911108935 39.16534885)
EL-L-002,Education Library,Education & Learning,Library,"201 N Rose Avenue, Bloomington, IN",39.16701535,-86.51250049088785,POINT (-86.51250049088785 39.16701535)
EL-L-003,Friends of the Library Bookstore,Education & Learning,Library,"303 E Kirkwood Avenue, Bloomington, IN",39.16693765,-86.530448225,POINT (-86.530448225 39.16693765)
EL-L-004,The Lilly Library,Education & Learning,Library,"1200 E 7Th Street, Bloomington, IN",39.167913549999994,-86.51898175,POINT (-86.51898175 39.167913549999994)
EL-L-005,IUB Business / SPEA Library,Education & Learning,Library,"1315 East 10Th Street, Bloomington, IN",39.1723925,-86.5175805,POINT (-86.5175805 39.1723925)
EL-L-006,Neal-Marshall Black Culture Center Library,Education & Learning,Library,"275 N Eagleson Avenue, Bloomington, IN",39.16837155,-86.51691209250174,POINT (-86.51691209250174 39.16837155)
EL-L-007,Ruth Lilly Auxiliary Library Facility,Education & Learning,Library,"2850 E Discovery Parkway, Bloomington, IN",39.1749014,-86.49732749433639,POINT (-86.49732749433639 39.1749014)
EL-L-008,Ivy Tech Bloomington Library,Education & Learning,Library,"200 Daniels Way, Bloomington, IN",39.164822,-86.599103,POINT (-86.599103 39.164822)
EL-L-009,Monroe County Public Library - Southwest Branch,Education & Learning,Library,"890 W Gordon Pike, Bloomington, IN",39.12219705,-86.54270084904341,POINT (-86.54270084904341 39.12219705)
EL-L-010,IUB Sciences Library,Education & Learning,Library,"800 E Kirkwood Avenue, Bloomington, IN",39.1659739,-86.5227429,POINT (-86.5227429 39.1659739)
EL-L-011,Monroe County Public Library - Downtown,Education & Learning,Library,"303 E Kirkwood Avenue, Bloomington, IN",39.16693765,-86.530448225,POINT (-86.530448225 39.16693765)
EL-L-012,Maurer School of Law Library,Education & Learning,Library,"211 S Indiana Avenue, Bloomington, IN",39.1650891,-86.52632642485594,POINT (-86.52632642485594 39.1650891)
EL-L-013,Monroe County Public Library - Ellettsville Branch,Education & Learning,Library,"Ellettsville, In, Bloomington, IN",39.2138246,-86.6107471,POINT (-86.6107471 39.2138246)
EL-L-014,Herman B Wells Library,Education & Learning,Library,"1320 E 10Th Street, Bloomington, IN",39.17105145,-86.51685115237282,POINT (-86.51685115237282 39.17105145)
EL-PS-001,The Academy of Science and Entrepreneurship,Education & Learning,Public School,"444 S Patterson Drive, Bloomington, IN",39.1630278,-86.5510064,POINT (-86.5510064 39.1630278)
EL-PS-002,Templeton Elementary School,Education & Learning,Public School,"1400 S Brenda Avenue, Bloomington, IN",39.16533,-86.52639,POINT (-86.52639 39.16533)
EL-PS-003,Marlin Elementary School,Education & Learning,Public School,"1655 E Bethel Lane, Bloomington, IN",39.21539553625489,-86.51628592456056,POINT (-86.51628592456056 39.21539553625489)
EL-PS-004,Bloomington Montessori School,Education & Learning,Private School,"1835 S Highland Avenue, Bloomington, IN",39.14446825,-86.51677889819909,POINT (-86.51677889819909 39.14446825)
EL-PS-005,Covenant Christian School,Education & Learning,Private School,"4000 E Moores Creek Road, Bloomington, IN",39.120071389034,-86.48411191823976,POINT (-86.48411191823976 39.120071389034)
EL-PS-006,Highland Park Elementary School,Education & Learning,Public School,"900 S Park Square Drive, Bloomington, IN",39.156741,-86.591861,POINT (-86.591861 39.156741)
EL-PS-007,Binford Elementary School,Education & Learning,Public School,"2300 E 2Nd Street, Bloomington, IN",39.160871,-86.505684,POINT (-86.505684 39.160871)
EL-PS-008,Monroe County Community School Corporation,Education & Learning,Public School,"315 E North Drive, Bloomington, IN",39.14448801846578,-86.52947895452469,POINT (-86.52947895452469 39.14448801846578)
EL-PS-009,Fairview Elementary School,Education & Learning,Public School,"500 W 7Th Street, Bloomington, IN",39.1690016,-86.539924,POINT (-86.539924 39.1690016)
EL-PS-010,Tri-North Middle School,Education & Learning,Public School,"1000 W 15Th Street, Bloomington, IN",39.176442,-86.543854,POINT (-86.543854 39.176442)
EL-PS-011,University Elementary School,Education & Learning,Public School,"1111 N Russell Road, Bloomington, IN",39.1757974,-86.4825937,POINT (-86.4825937 39.1757974)
EL-PS-012,Grandview Elementary School,Education & Learning,Public School,"2300 S Endwright Road, Bloomington, IN",39.14603169383584,-86.59640384206081,POINT (-86.59640384206081 39.14603169383584)
EL-PS-013,Seven Oaks Classical School,Education & Learning,Public School,"Ellettsville, In, Bloomington, IN",39.2138246,-86.6107471,POINT (-86.6107471 39.2138246)
EL-PS-014,Adventist Christian Elementary,Education & Learning,Private School,"2230 N Martha Street, Bloomington, IN",39.1867545,-86.53134741710555,POINT (-86.53134741710555 39.1867545)
EL-PS-015,Grace Baptist Church & Academy,Education & Learning,Private School,"2320 N Smith Pike, Bloomington, IN",39.189154,-86.583005,POINT (-86.583005 39.189154)
EL-PS-016,St. Benedict Classical Catholic School,Education & Learning,Private School,"4609 In-46, Bloomington, IN",39.228274,-86.5938039,POINT (-86.5938039 39.228274)
EL-PS-017,Bloomington Graduation School,Education & Learning,Public School,"705 W Coolidge Drive, Bloomington, IN",39.14121002998908,-86.5412674446561,POINT (-86.5412674446561 39.14121002998908)
EL-PS-018,Monroe Community Christian School,Education & Learning,Private School,"4000 E Moores Creek Road, Bloomington, IN",39.120071389034,-86.48411191823976,POINT (-86.48411191823976 39.120071389034)
EL-PS-019,Hoosier Lash Academy,Education & Learning,Public School,"328 S Walnut Street Ste 1, Bloomington, IN",39.163879,-86.5337375,POINT (-86.5337375 39.163879)
EL-PS-020,The Project School,Education & Learning,Public School,"349 S Walnut Street, Bloomington, IN",39.1636026,-86.5335277,POINT (-86.5335277 39.1636026)
EL-PS-021,Summit Elementary School,Education & Learning,Public School,"1450 W Countryside Lane, Bloomington, IN",39.14128287170249,-86.55321763859857,POINT (-86.55321763859857 39.14128287170249)
EL-PS-022,Hoosier Courts Nursery School,Education & Learning,Public School,"1150 N Union Court, Bloomington, IN",39.1745653,-86.50884815782828,POINT (-86.50884815782828 39.1745653)
EL-PS-023,Arlington Heights Elementary School,Education & Learning,Public School,"700 W Parrish Road, Bloomington, IN",39.188121550814216,-86.53919936780892,POINT (-86.53919936780892 39.188121550814216)
EL-PS-024,IU High School,Education & Learning,Public School,"625 N Eagleson Avenue, Bloomington, IN",39.1723688,-86.51595989451599,POINT (-86.51595989451599 39.1723688)
EL-PS-025,St Charles School,Education & Learning,Public School,"2224 E 3Rd Street, Bloomington, IN",39.164346,-86.5067991,POINT (-86.5067991 39.164346)
EL-PS-026,Childs Elementary School,Education & Learning,Public School,"2211 S High Street, Bloomington, IN",39.1384189,-86.5061074,POINT (-86.5061074 39.1384189)
EL-PS-027,IU School of Public Health,Education & Learning,Public School,"1025 E 7Th Street, Bloomington, IN",39.1692206,-86.52084144781067,POINT (-86.52084144781067 39.1692206)
EL-PS-028,Clear Creek Christian School,Education & Learning,Private School,"530 W Church Lane, Bloomington, IN",39.10741021849584,-86.53971552051625,POINT (-86.53971552051625 39.10741021849584)
EL-PS-030,Prep School,Education & Learning,Public School,"525 W 17Th Street, Bloomington, IN",39.1787397,-86.5393015,POINT (-86.5393015 39.1787397)
EL-PS-031,Harmony School,Education & Learning,Public School,"909 E 2Nd Street, Bloomington, IN",39.1617495,-86.52145479882076,POINT (-86.52145479882076 39.1617495)
EL-PS-032,Lisa's Bloomington English Academy,Education & Learning,Public School,"3069 E Amy Lane, Bloomington, IN",39.1693068,-86.4968721,POINT (-86.4968721 39.1693068)
EL-PS-033,Lighthouse Christian Academy,Education & Learning,Private School,"1201 W That Road, Bloomington, IN",39.11452760107239,-86.54548770288206,POINT (-86.54548770288206 39.11452760107239)
EL-S-001,Ivy Tech Community College Bloomington,Education & Learning,School,"200 Daniels Way, Bloomington, IN",39.164822,-86.599103,POINT (-86.599103 39.164822)
EL-S-002,The Excel Center,Education & Learning,School,"2088 Liberty Drive, Bloomington, IN",39.1463932,-86.5790029,POINT (-86.5790029 39.1463932)
EL-S-003,Hoosier Hills Career Center,Education & Learning,School,"3070 N Prow Road, Bloomington, IN",39.19773329745061,-86.55206746207621,POINT (-86.55206746207621 39.19773329745061)
EL-S-004,Monroe County Adult Education,Education & Learning,School,"705 W Coolidge Drive, Bloomington, IN",39.14121002998908,-86.5412674446561,POINT (-86.5412674446561 39.14121002998908)
EL-S-005,Bloomington Developmental Learning Center,Education & Learning,School,"1807 S Highland Avenue, Bloomington, IN",39.1466681,-86.5173496,POINT (-86.5173496 39.1466681)
EL-S-006,Kid Angles: The Early Education,Education & Learning,School,"1500 E Hillside Drive, Bloomington, IN",39.15046,-86.51497,POINT (-86.51497 39.15046)
EL-TC-001,Union Piping Industry Training Center,Education & Learning,Training Center,"1650 W Bloomfield Road, Bloomington, IN",39.1565461,-86.5616571,POINT (-86.5616571 39.1565461)
EL-TC-002,Acadis by Vector Solutions,Education & Learning,Training Center,"101 W Kirkwood Avenue Suite 200, Bloomington, IN",39.1662847,-86.5342397,POINT (-86.5342397 39.1662847)
EL-TC-003,Wolverine Fight System,Education & Learning,Training Center,"116 1/2 S College Avenue Suite 11, Bloomington, IN",39.1583322,-86.5350232,POINT (-86.5350232 39.1583322)
EL-TC-005,Wild Orchid - Embodied Pole Dance & Sensual Arts Studio,Education & Learning,Training Center,"217 W 6Th Street Suite 105, Bloomington, IN",39.1674803,-86.5351782,POINT (-86.5351782 39.1674803)
EL-TC-006,Inner Resources Training Institute,Education & Learning,Training Center,"304 W Howe Street Suite B, Bloomington, IN",39.1624684,-86.5364987,POINT (-86.5364987 39.1624684)
EL-TC-007,Mannered Mutts Training LLC,Education & Learning,Training Center,"4001 E 3Rd Street Suite 1, Bloomington, IN",39.1642342,-86.4831009,POINT (-86.4831009 39.1642342)
EL-TC-008,City of Bloomington Public Safety Training Center,Education & Learning,Training Center,"3230 S Walnut Street, Bloomington, IN",39.1292126,-86.526916,POINT (-86.526916 39.1292126)
EL-TC-009,Stone Creek Ranch,Education & Learning,Training Center,"7587 Rockport Road, Bloomington, IN",39.1447969,-86.5403777,POINT (-86.5403777 39.1447969)
EL-TC-010,great lakes park training institute,Education & Learning,Training Center,"501 N Morton Street, Bloomington, IN",39.170582,-86.53621,POINT (-86.53621 39.170582)
EL-U-001,Regional Academic Health Center (RAHC),Education & Learning,University,"2631 E Discovery Parkway, Bloomington, In 47408",39.17535409755241,-86.49958572570831,POINT (-86.49958572570831 39.17535409755241)
ESS-FS-001,Bloomington Fire Station 3,Emergency & Safety Services,Fire Station,"810 N Woodlawn Avenue, Bloomington, IN",39.1738,-86.523277,POINT (-86.523277 39.1738)
ESS-FS-002,Bloomington Fire Station 4,Emergency & Safety Services,Fire Station,"2201 E 3Rd Street, Bloomington, IN",39.164491,-86.506513,POINT (-86.506513 39.164491)
ESS-FS-003,Bloomington Fire Station 5,Emergency & Safety Services,Fire Station,"1987 S Henderson Street, Bloomington, IN",39.145416,-86.526502,POINT (-86.526502 39.145416)
ESS-FS-004,Bloomington Fire Station 2,Emergency & Safety Services,Fire Station,"209 S Fairfield Drive, Bloomington, IN",39.165281,-86.569751,POINT (-86.569751 39.165281)
ESS-FS-005,Temporary Station 1 HQ,Emergency & Safety Services,Fire Station,"226 S College Avenue, Bloomington, IN",39.16493017,-86.53560281,POINT (-86.53560281 39.16493017)
ESS-FS-006,Bloomington Fire Station 1 (HQ),Emergency & Safety Services,Fire Station,"300 E 4Th Street, Bloomington, IN",39.165361,-86.530821,POINT (-86.530821 39.165361)
ESS-FS-007,Bloomington Fire Department,Emergency & Safety Services,Fire Station,"300 E 4Th Street, Bloomington, In",39.1652852,-86.5308885238536,POINT (-86.5308885238536 39.1652852)
ESS-FS-008,Bloomington Fire Station #4,Emergency & Safety Services,Fire Station,"2201 E 3Rd Street, Bloomington, In",39.164544,-86.50657850660527,POINT (-86.50657850660527 39.164544)
ESS-FS-009,Bloomington Fire Station #5,Emergency & Safety Services,Fire Station,"1987 S Henderson Street, Bloomington, In",39.14443,-86.526853,POINT (-86.526853 39.14443)
ESS-FS-010,Monroe Fire Protection District Station 22,Emergency & Safety Services,Fire Station,"3953 S Kennedy Drive, Bloomington, In",39.12248027224351,-86.52839244154579,POINT (-86.52839244154579 39.12248027224351)
ESS-FS-011,Bloomington Fire Station #3,Emergency & Safety Services,Fire Station,"810 N Woodlawn Avenue, Bloomington, In",39.17387865,-86.52318631412268,POINT (-86.52318631412268 39.17387865)
ESS-FS-012,Bloomington Fire Station #2,Emergency & Safety Services,Fire Station,"209 S Fairfield Drive, Bloomington, In",39.1653607,-86.56968974717483,POINT (-86.56968974717483 39.1653607)
ESS-FS-013,Monroe Fire Protection District Station 29,Emergency & Safety Services,Fire Station,"2130 S Kirby Road, Bloomington, In",39.1636996,-86.5291743,POINT (-86.5291743 39.1636996)
